2022-07-21 17:01:23,153 [ERROR] [TextLayover.py run 50] || 27585 139862590093056 || Error while modifying image: OpenCV(4.6.0) /io/opencv/modules/imgproc/src/demosaicing.cpp:1699: error: (-215:Assertion failed) scn == 1 && dcn == 1 in function 'demosaicing'

2022-07-21 17:01:23,160 [ERROR] [TextLayover.py run 50] || 27585 139861516351232 || Error while modifying image: OpenCV(4.6.0) /io/opencv/modules/imgproc/src/demosaicing.cpp:1699: error: (-215:Assertion failed) scn == 1 && dcn == 1 in function 'demosaicing'

2022-07-21 17:01:23,163 [ERROR] [TextLayover.py run 50] || 27585 139862570981120 || Error while modifying image: OpenCV(4.6.0) /io/opencv/modules/imgproc/src/demosaicing.cpp:1699: error: (-215:Assertion failed) scn == 1 && dcn == 1 in function 'demosaicing'

2022-07-21 17:01:23,173 [ERROR] [TextLayover.py run 50] || 27585 139862562588416 || Error while modifying image: OpenCV(4.6.0) /io/opencv/modules/imgproc/src/demosaicing.cpp:1699: error: (-215:Assertion failed) scn == 1 && dcn == 1 in function 'demosaicing'

2022-07-21 17:01:23,185 [ERROR] [TextLayover.py run 50] || 27585 139862579373824 || Error while modifying image: OpenCV(4.6.0) /io/opencv/modules/imgproc/src/demosaicing.cpp:1699: error: (-215:Assertion failed) scn == 1 && dcn == 1 in function 'demosaicing'

